58 35.78,16 50.49,79,237
58 36.01,16 24.43,24,237
58 36.69,16 46.14,92,237
58 37.62,16 23.04,27,237
58 38.44,16 23.18,91,237
58 38.73,17 02.31,44,237
58 40.27,17 00.89,62,237
58 42.92,17 17.07,76,237
58 44.56,17 21.33,65,237
58 45.78,19 06.18,24,237
58 46.32,17 25.66,69,237
58 48.00,17 37.00,119,237
58 48.19,17 37.52,385,406
58 51.12,17 51.61,59,406
58 51.41,17 54.19,58,406
58 52.10,11 06.20,353,406
58 52.10,11 06.20,353,362
58 52.10,11 06.20,353,362
58 52.10,11 06.20,353,484
58 52.16,17 35.90,65,484
58 54.08,18 00.78,76,484
58 58.40,17 59.27,65,484
59 01.47,17 37.35,58,484
59 02.47,18 06.84,65,484
59 03.36,18 17.31,73,484
59 05.08,17 44.53,79,484
59 07.07,17 41.25,60,484
59 07.29,18 37.93,74,484
59 09.54,18 33.26,71,484
59 12.77,18 20.57,62,484
59 13.37,18 23.53,48,484
59 14.13,18 31.71,244,484
59 16.92,19 53.88,24,170
59 17.62,18 19.10,68,170
59 18.16,18 25.75,64,170
59 19.55,18 10.93,68,170
59 20.03,18 46.16,65,216
59 21.85,18 17.22,62,216
59 22.61,18 26.54,62,216
59 23.07,18 34.73,65,216
59 24.27,18 08.20,62,216
59 24.71,17 59.90,90,216
59 25.16,19 10.32,37,216
59 25.99,18 14.10,61,216
59 26.20,18 23.19,65,216
59 28.73,19 02.73,54,216
59 30.00,20 09.00,90,216
59 30.00,20 09.00,90,225
59 37.27,18 39.70,56,225
59 37.28,18 39.74,71,225
59 37.97,18 51.67,62,225
59 43.31,19 04.55,69,225
59 44.50,18 54.03,75,225
59 44.87,19 05.66,60,225
59 45.60,18 44.85,70,225
59 45.66,18 45.37,62,225
59 46.23,18 48.83,64,225
59 46.63,18 52.77,75,225
59 46.69,18 57.09,78,225
59 47.25,19 01.73,72,225
59 52.80,19 32.40,24,225
59 57.50,18 49.48,71,225
59 58.67,18 48.52,69,225
60 06.59,18 34.59,119,225
60 08.20,18 54.50,60,225
60 08.34,18 54.15,62,225
60 08.64,18 38.35,70,225
60 08.64,18 38.35,70,167
60 09.06,18 42.11,60,167
60 10.61,18 29.03,120,167
60 12.93,18 28.63,65,167
60 14.96,18 24.99,64,167
60 17.91,18 20.28,65,167
60 20.78,18 26.87,62,167
60 21.35,18 16.49,113,167
60 31.90,17 39.76,90,167
60 31.92,17 39.75,113,167
60 31.92,17 39.75,113,315
60 32.36,18 55.83,41,315
60 34.57,17 41.63,57,315
60 39.51,17 29.47,60,315
60 39.74,17 24.43,56,315
60 39.80,17 36.40,61,315
60 42.41,17 30.83,53,315
60 44.64,19 10.56,14,315
61 04.91,19 16.88,3,315
61 04.98,19 15.00,65,315
61 04.98,19 16.88,83,315
61 10.99,18 13.98,37,315
61 13.89,17 39.83,29,315
61 13.99,17 39.96,31,315
61 13.99,17 40.06,56,315
61 14.00,17 39.98,34,315
61 14.00,17 40.03,18,315
61 14.01,17 40.06,36,315
61 14.02,17 39.89,25,315
61 14.02,17 40.03,56,315
61 18.66,17 05.58,113,315
61 52.38,19 43.08,19,315
62 05.98,18 32.89,39,315
62 09.38,17 31.28,7,315
62 09.80,17 32.51,9,315
62 10.30,17 30.71,8,315
62 12.23,17 37.41,9,315
62 12.38,17 30.98,5,315
62 16.17,17 27.99,8,315
62 17.06,17 28.37,8,315
62 17.50,17 27.64,9,315
62 17.64,17 29.00,9,315
62 20.15,17 23.29,46,315
62 20.69,17 33.87,8,315
62 20.95,17 25.19,50,315
62 23.25,17 21.19,48,315
62 24.65,17 24.19,38,315
62 25.96,17 44.88,35,315
62 26.17,17 39.89,9,315
62 26.43,17 38.44,8,315
62 27.75,17 22.19,54,315
62 28.20,17 40.10,6,315
62 28.80,17 45.10,8,315
62 29.70,17 48.40,6,315
62 29.75,17 27.19,48,315
62 30.20,17 46.60,5,315
62 32.80,17 52.60,7,315
62 34.00,17 56.70,9,315
62 34.16,18 16.13,91,315
62 34.16,18 16.13,91,185
62 34.19,18 15.63,90,185
62 34.19,18 18.44,76,185
62 34.45,18 14.77,91,185
62 34.51,18 15.19,83,185
62 34.71,18 15.07,91,185
62 34.92,18 14.94,87,185
62 35.06,18 14.98,106,185
62 36.50,17 54.50,8,185
62 37.50,17 56.70,9,185
62 39.00,18 57.00,37,185
62 39.02,18 57.08,31,185
62 39.04,18 57.01,36,185
62 39.05,18 57.39,32,185
62 39.07,18 56.68,20,185
62 39.10,18 57.24,37,185
62 39.11,18 57.08,41,185
62 39.12,18 57.07,34,185
62 39.12,18 57.11,25,185
62 39.13,18 57.07,31,185
62 39.13,18 57.09,37,185
62 39.13,18 57.12,43,185
62 39.13,18 57.14,31,185
62 39.13,18 57.27,28,185
62 39.13,18 57.28,42,185
62 39.14,18 57.04,20,185
62 39.14,18 57.06,18,185
62 39.14,18 57.09,54,185
62 39.14,18 57.16,27,185
62 39.14,18 57.18,31,185
62 39.14,18 57.21,38,185
62 39.14,18 57.24,37,185
62 39.14,18 57.29,33,185
62 39.14,18 57.04,20,154
62 39.14,18 57.06,18,154
62 39.14,18 57.09,54,154
62 39.14,18 57.16,27,154
62 39.14,18 57.18,31,154
62 39.14,18 57.21,38,154
62 39.14,18 57.24,37,154
62 39.14,18 57.29,33,154
62 39.15,18 57.04,34,154
62 39.15,18 57.11,33,154
62 39.15,18 57.16,41,154
62 39.15,18 57.19,23,154
62 39.16,18 57.10,82,154
62 39.16,18 57.11,84,154
62 39.16,18 57.12,45,154
62 39.16,18 57.13,62,154
62 39.16,18 57.15,36,154
62 39.16,18 57.16,54,154
62 39.16,18 57.17,27,154
62 39.16,18 57.19,26,154
62 39.16,18 57.20,41,154
62 39.16,18 57.21,36,154
62 39.16,18 57.37,25,154
62 39.16,18 57.44,39,154
62 39.16,18 57.51,36,154
62 39.17,18 56.87,28,154
62 39.17,18 57.06,27,154
62 39.17,18 57.08,29,154
62 39.17,18 57.09,40,154
62 39.17,18 57.10,71,154
62 39.17,18 57.11,73,154
62 39.17,18 57.12,34,154
62 39.17,18 57.13,68,154
62 39.17,18 57.14,100,154
62 39.17,18 57.15,55,154
62 39.17,18 57.16,52,154
62 39.17,18 57.17,92,154
62 39.17,18 57.18,68,154
62 39.17,18 57.20,59,154
62 39.18,18 57.03,33,154
62 39.18,18 57.08,26,154
62 39.18,18 57.12,48,154
62 39.18,18 57.13,86,154
62 39.18,18 57.14,32,154
62 39.18,18 57.15,55,154
62 39.18,18 57.17,70,154
62 39.18,18 57.19,34,154
62 39.18,18 57.21,51,154
62 39.18,18 57.24,33,154
62 39.18,18 57.03,33,172
62 39.18,18 57.08,26,172
62 39.18,18 57.12,48,172
62 39.18,18 57.13,86,172
62 39.18,18 57.14,32,172
62 39.18,18 57.15,55,172
62 39.18,18 57.17,70,172
62 39.18,18 57.19,34,172
62 39.18,18 57.21,51,172
62 39.18,18 57.24,33,172
62 39.19,18 57.00,29,172
62 39.19,18 57.14,56,172
62 39.19,18 57.16,39,172
62 39.19,18 57.17,75,172
62 39.19,18 57.19,40,172
62 39.19,18 57.24,30,172
62 39.19,18 57.26,37,172
62 39.19,18 57.30,42,172
62 39.20,18 56.96,34,172
62 39.20,18 57.00,36,172
62 39.20,18 57.14,60,172
62 39.20,18 57.16,28,172
62 39.20,18 57.18,43,172
62 39.20,18 57.22,32,172
62 39.21,18 57.08,39,172
62 39.21,18 57.11,37,172
62 39.21,18 57.15,21,172
62 39.21,18 57.16,30,172
62 39.21,18 57.18,31,172
62 39.21,18 57.32,28,172
62 39.22,18 57.04,26,172
62 39.22,18 57.06,33,172
62 39.22,18 57.12,37,172
62 39.22,18 57.15,29,172
62 39.23,18 57.08,26,172
62 39.24,18 57.10,32,172
62 39.25,18 57.17,36,172
62 39.25,18 57.18,28,172
62 39.25,18 57.22,36,172
62 48.84,18 07.30,22,172
62 48.97,18 05.32,24,172
62 49.12,18 01.62,28,172
62 49.42,18 02.18,28,172
62 49.87,18 03.03,30,172
62 49.91,18 04.58,37,172
62 49.92,18 03.26,26,172
62 50.11,18 00.02,24,172
62 50.19,18 00.21,21,172
62 50.19,18 04.58,32,172
62 50.44,18 01.41,23,172
62 51.04,18 02.03,26,172
62 51.30,18 17.16,40,172
62 51.62,18 14.80,31,172
62 51.71,18 15.73,34,172
62 51.73,18 15.81,45,172
62 51.76,18 15.80,39,172
62 51.76,18 15.84,36,172
62 51.76,18 16.05,44,172
62 51.77,18 15.97,37,172
62 51.78,18 15.79,36,172
62 51.78,18 15.83,29,172
62 51.78,18 15.89,30,172
62 51.78,18 15.79,36,153
62 51.78,18 15.83,29,153
62 51.78,18 15.89,30,153
62 51.79,18 15.86,40,153
62 51.79,18 15.90,38,153
62 51.79,18 15.91,51,153
62 51.80,18 15.81,31,153
62 51.80,18 15.82,37,153
62 51.80,18 15.84,31,153
62 51.80,18 15.86,58,153
62 51.80,18 15.89,37,153
62 51.80,18 15.94,25,153
62 51.81,18 15.74,26,153
62 51.81,18 15.78,24,153
62 51.81,18 15.79,32,153
62 51.81,18 15.80,39,153
62 51.81,18 15.82,35,153
62 51.81,18 15.83,41,153
62 51.81,18 15.84,82,153
62 51.81,18 15.85,75,153
62 51.81,18 15.86,74,153
62 51.81,18 15.87,33,153
62 51.81,18 15.93,37,153
62 51.82,18 15.74,30,153
62 51.82,18 15.76,35,153
62 51.82,18 15.80,58,153
62 51.82,18 15.81,77,153
62 51.82,18 15.82,86,153
62 51.82,18 15.83,151,153
62 51.82,18 15.84,53,153
62 51.82,18 15.85,71,153
62 51.82,18 15.87,65,153
62 51.82,18 15.88,97,153
62 51.82,18 15.89,57,153
62 51.82,18 15.93,30,153
62 51.82,18 15.74,30,202
62 51.82,18 15.76,35,202
62 51.82,18 15.80,58,202
62 51.82,18 15.81,77,202
62 51.82,18 15.82,86,202
62 51.82,18 15.83,151,202
62 51.82,18 15.84,53,202
62 51.82,18 15.85,71,202
62 51.82,18 15.87,65,202
62 51.82,18 15.88,97,202
62 51.82,18 15.89,57,202
62 51.82,18 15.93,30,202
62 51.83,18 15.71,34,202
62 51.83,18 15.77,29,202
62 51.83,18 15.80,51,202
62 51.83,18 15.81,31,202
62 51.83,18 15.82,26,202
62 51.83,18 15.83,72,202
62 51.83,18 15.84,39,202
62 51.83,18 15.85,65,202
62 51.83,18 15.87,57,202
62 51.83,18 15.89,34,202
62 51.83,18 15.93,41,202
62 51.83,18 15.96,38,202
62 51.84,18 15.64,35,202
62 51.84,18 15.69,36,202
62 51.84,18 15.76,26,202
62 51.84,18 15.79,36,202
62 51.84,18 15.81,60,202
62 51.84,18 15.83,63,202
62 51.84,18 15.84,49,202
62 51.84,18 15.85,30,202
62 51.84,18 15.86,31,202
62 51.84,18 15.87,27,202
62 51.84,18 15.97,19,202
62 51.85,18 15.83,36,202
62 51.85,18 15.84,56,202
62 51.85,18 15.94,66,202
62 51.86,18 15.83,32,202
62 51.86,18 15.89,29,202
62 51.88,18 15.86,37,202
62 51.89,18 15.83,34,202
62 52.20,18 19.52,37,202
62 52.21,18 19.56,37,202
62 52.27,18 19.74,35,202
62 52.30,18 19.72,50,202
62 52.37,18 19.84,44,202
62 52.61,18 19.97,34,202
62 56.93,18 26.89,87,202
62 56.98,18 30.74,90,202
62 57.42,18 24.62,91,202
62 57.42,18 24.62,91,196
62 57.84,18 25.12,91,196
62 58.38,20 15.06,19,196
62 58.44,18 24.97,92,196
62 58.79,17 42.13,29,196
62 59.22,17 43.38,33,196
62 59.59,17 42.22,32,196
62 59.84,17 41.94,37,196
62 59.96,17 41.44,24,196
63 00.13,18 10.53,97,196
63 00.20,18 20.71,91,196
63 00.21,18 17.55,91,196
63 00.33,18 34.52,90,196
63 00.44,18 15.44,84,196
63 00.72,18 25.73,90,196
63 00.95,18 17.24,90,196
63 00.95,18 17.24,90,172
63 01.26,18 15.55,90,172
63 01.47,18 17.41,84,172
63 01.52,18 15.15,86,172
63 01.59,18 28.74,91,172
63 02.10,18 25.92,89,172
63 02.36,18 18.26,86,172
63 02.43,18 18.62,92,172
63 02.67,18 18.66,62,172
63 03.92,18 26.08,89,172
63 03.95,18 34.26,32,172
63 04.05,18 31.03,91,172
63 04.26,18 32.91,34,172
63 04.66,18 23.23,90,172
63 04.66,18 23.23,90,193
63 05.04,18 35.98,39,193
63 05.06,18 37.62,37,193
63 05.41,18 33.77,37,193
63 05.56,18 25.43,90,193
63 05.94,18 35.13,37,193
63 06.09,18 35.78,34,193
63 06.14,18 23.32,103,193
63 06.21,18 22.13,102,193
63 06.53,18 43.46,97,193
63 06.89,18 34.88,31,193
63 07.02,18 34.66,34,193
63 07.76,18 38.72,92,193
63 09.26,18 42.39,91,193
63 10.24,18 38.87,92,193
63 10.24,18 38.87,92,257
63 10.35,18 36.89,79,257
63 10.85,18 49.74,4,257
63 12.71,18 42.54,32,257
63 13.13,18 42.22,30,257
63 13.33,18 45.30,20,257
63 13.34,18 45.59,50,257
63 13.55,18 42.11,5,257
63 13.57,18 42.49,32,257
63 13.70,18 42.18,33,257
63 13.71,18 45.35,36,257
63 13.86,18 42.76,46,257
63 13.98,18 40.87,29,257
63 14.01,19 03.04,5,257
63 14.04,18 44.43,34,257
63 14.07,18 43.96,24,257
63 14.22,18 41.07,37,257
63 14.25,19 08.96,5,257
63 14.45,18 51.53,9,257
63 15.18,18 46.65,9,257
63 15.18,18 48.20,9,257
63 15.40,19 05.39,6,257
63 15.79,18 42.91,12,257
63 15.87,18 52.27,33,257
63 15.90,18 52.41,31,257
63 15.99,19 15.85,6,257
63 16.04,18 52.45,32,257
63 16.11,18 44.45,21,257
63 16.19,18 52.77,42,257
63 16.21,18 52.63,4,257
63 16.27,18 44.02,10,257
63 16.47,18 52.45,42,257
63 16.81,18 51.68,31,257
63 16.83,18 39.70,13,257
63 16.88,18 52.10,31,257
63 16.90,18 51.65,37,257
63 16.92,18 43.01,8,257
63 16.97,18 51.50,42,257
63 16.99,18 51.83,29,257
63 17.02,18 51.38,37,257
63 17.20,18 51.05,48,257
63 17.51,18 38.01,10,257
63 17.70,19 09.92,25,257
63 17.77,19 08.19,29,257
63 17.85,19 08.25,35,257
63 17.90,19 10.20,32,257
63 18.63,19 08.57,25,257
63 18.65,19 08.25,32,257
63 18.75,19 10.90,35,257
63 18.76,19 10.68,30,257
63 20.33,19 10.12,35,257
63 20.40,19 07.09,44,257
63 28.89,19 49.70,35,257
63 29.25,19 49.10,37,257
63 29.86,19 49.30,39,257
63 29.92,19 49.15,34,257
63 29.93,19 49.12,33,257
63 29.93,19 49.18,47,257
63 29.93,19 49.28,42,257
63 29.94,19 49.07,43,257
63 29.94,19 49.15,63,257
63 29.94,19 49.18,40,257
63 29.95,19 49.02,38,257
63 29.95,19 49.09,38,257
63 29.95,19 49.18,36,257
63 29.95,19 49.21,29,257
63 29.96,19 49.08,38,257
63 29.96,19 49.11,45,257
63 29.96,19 49.13,17,257
63 29.96,19 49.14,33,257
63 29.96,19 49.17,45,257
63 29.96,19 49.19,39,257
63 29.96,19 49.20,56,257
63 29.97,19 49.07,34,257
63 29.97,19 49.08,32,257
63 29.97,19 49.09,43,257
63 29.97,19 49.10,27,257
63 29.97,19 49.12,39,257
63 29.97,19 49.13,57,257
63 29.97,19 49.14,71,257
63 29.97,19 49.15,79,257
63 29.97,19 49.16,61,257
63 29.97,19 49.17,39,257
63 29.97,19 49.18,37,257
63 29.97,19 49.19,37,257
63 29.97,19 49.21,28,257
63 29.97,19 49.24,41,257
63 29.97,19 49.07,34,167
63 29.97,19 49.08,32,167
63 29.97,19 49.09,43,167
63 29.97,19 49.10,27,167
63 29.97,19 49.12,39,167
63 29.97,19 49.13,57,167
63 29.97,19 49.14,71,167
63 29.97,19 49.15,79,167
63 29.97,19 49.16,61,167
63 29.97,19 49.17,39,167
63 29.97,19 49.18,37,167
63 29.97,19 49.19,37,167
63 29.97,19 49.21,28,167
63 29.97,19 49.24,41,167
63 29.98,19 49.10,44,167
63 29.98,19 49.12,43,167
63 29.98,19 49.13,84,167
63 29.98,19 49.15,75,167
63 29.98,19 49.16,55,167
63 29.98,19 49.17,74,167
63 29.98,19 49.18,21,167
63 29.98,19 49.19,23,167
63 29.98,19 49.20,33,167
63 29.98,19 49.21,71,167
63 29.98,19 49.10,44,185
63 29.98,19 49.12,43,185
63 29.98,19 49.13,84,185
63 29.98,19 49.15,75,185
63 29.98,19 49.16,55,185
63 29.98,19 49.17,74,185
63 29.98,19 49.18,21,185
63 29.98,19 49.19,23,185
63 29.98,19 49.20,33,185
63 29.98,19 49.21,71,185
63 29.99,19 48.98,42,185
63 29.99,19 49.08,40,185
63 29.99,19 49.09,29,185
63 29.99,19 49.10,36,185
63 29.99,19 49.14,67,185
63 29.99,19 49.15,80,185
63 29.99,19 49.16,35,185
63 29.99,19 49.18,55,185
63 29.99,19 49.21,40,185
63 29.99,19 49.24,34,185
63 29.99,19 49.51,36,185
63 30.00,19 49.05,34,185
63 30.00,19 49.10,26,185
63 30.00,19 49.11,45,185
63 30.00,19 49.15,33,185
63 30.00,19 49.16,33,185
63 30.00,19 49.17,26,185
63 30.00,19 49.20,36,185
63 30.01,19 48.96,36,185
63 30.01,19 49.05,32,185
63 30.01,19 49.12,38,185
63 30.01,19 49.18,45,185
63 30.03,19 49.08,34,185
63 30.03,19 49.15,44,185
63 30.03,19 49.16,38,185
63 30.03,19 49.26,30,185
63 30.05,19 49.32,47,185
63 30.68,19 48.89,44,185
63 31.41,19 48.49,39,185
63 31.41,19 48.82,34,185
63 31.45,19 48.55,45,185
63 31.46,19 48.49,43,185
63 31.46,19 48.53,34,185
63 31.47,19 48.30,44,185
63 31.47,19 48.50,29,185
63 31.47,19 48.54,34,185
63 31.48,19 48.45,26,185
63 31.48,19 48.47,62,185
63 31.48,19 48.48,75,185
63 31.48,19 48.50,51,185
63 31.48,19 48.51,59,185
63 31.48,19 48.53,62,185
63 31.48,19 48.54,43,185
63 31.48,19 48.56,31,185
63 31.48,19 48.68,25,185
63 31.48,19 48.45,26,195
63 31.48,19 48.47,62,195
63 31.48,19 48.48,75,195
63 31.48,19 48.50,51,195
63 31.48,19 48.51,59,195
63 31.48,19 48.53,62,195
63 31.48,19 48.54,43,195
63 31.48,19 48.56,31,195
63 31.48,19 48.68,25,195
63 31.49,19 48.40,42,195
63 31.49,19 48.44,68,195
63 31.49,19 48.46,34,195
63 31.49,19 48.47,44,195
63 31.49,19 48.48,29,195
63 31.49,19 48.50,48,195
63 31.49,19 48.51,66,195
63 31.49,19 48.54,26,195
63 31.49,19 48.55,28,195
63 31.50,19 48.42,38,195
63 31.50,19 48.43,31,195
63 31.50,19 48.44,22,195
63 31.50,19 48.45,77,195
63 31.50,19 48.46,81,195
63 31.50,19 48.47,69,195
63 31.50,19 48.48,56,195
63 31.50,19 48.50,79,195
63 31.50,19 48.51,86,195
63 31.50,19 48.52,71,195
63 31.50,19 48.53,97,195
63 31.50,19 48.56,31,195
63 31.50,19 48.57,38,195
63 31.50,19 48.58,31,195
63 31.50,19 48.42,38,229
63 31.50,19 48.43,31,229
63 31.50,19 48.44,22,229
63 31.50,19 48.45,77,229
63 31.50,19 48.46,81,229
63 31.50,19 48.47,69,229
63 31.50,19 48.48,56,229
63 31.50,19 48.50,79,229
63 31.50,19 48.51,86,229
63 31.50,19 48.52,71,229
63 31.50,19 48.53,97,229
63 31.50,19 48.56,31,229
63 31.50,19 48.57,38,229
63 31.50,19 48.58,31,229
63 31.51,19 48.43,33,229
63 31.51,19 48.45,48,229
63 31.51,19 48.47,64,229
63 31.51,19 48.48,30,229
63 31.51,19 48.49,43,229
63 31.51,19 48.50,64,229
63 31.51,19 48.51,28,229
63 31.51,19 48.52,58,229
63 31.51,19 48.65,34,229
63 31.52,19 48.43,34,229
63 31.52,19 48.45,39,229
63 31.52,19 48.46,45,229
63 31.52,19 48.48,36,229
63 31.52,19 48.50,64,229
63 31.52,19 48.52,50,229
63 31.52,19 48.55,31,229
63 31.52,19 48.67,43,229
63 31.53,19 48.42,44,229
63 31.54,19 48.51,37,229
63 31.57,19 48.52,28,229
63 31.57,19 48.53,34,229
63 31.58,19 48.47,39,229
63 31.59,19 48.50,37,229
63 32.23,19 29.91,79,229
63 32.77,19 54.64,35,229
63 33.36,20 52.38,19,229
63 33.39,19 54.92,26,229
63 33.40,20 00.90,37,229
63 34.25,19 57.25,24,229
63 35.39,19 59.11,30,229
63 35.81,19 57.99,34,229
63 36.58,20 19.25,118,229
63 36.58,20 19.25,118,255
63 36.71,19 55.29,40,255
63 36.83,19 55.34,25,255
63 36.83,19 55.49,34,255
63 36.85,19 55.00,44,255
63 36.89,19 55.40,41,255
63 36.90,19 55.33,34,255
63 36.92,19 55.40,56,255
63 36.98,19 55.32,34,255
63 38.13,20 23.20,113,255
63 38.68,20 23.27,31,255
63 38.83,20 21.03,39,255
63 38.84,20 22.14,58,255
63 39.32,20 22.48,35,255
63 39.51,20 20.39,31,255
63 39.56,20 16.34,37,255
63 39.63,20 16.46,81,255
63 39.69,20 15.62,37,255
63 39.71,20 15.86,56,255
63 39.81,20 16.58,32,255
63 39.86,20 16.41,36,255
63 39.86,20 21.66,37,255
63 40.15,20 15.74,37,255
63 40.18,20 15.92,30,255
63 40.20,20 15.86,27,255
63 40.37,20 20.00,121,255
63 40.37,20 20.00,121,325
63 40.47,20 19.74,39,325
63 41.16,20 22.67,34,325
63 41.16,20 24.27,38,325
63 41.16,20 24.33,44,325
63 41.22,20 22.66,44,325
63 41.25,20 22.74,39,325
63 41.28,20 23.94,46,325
63 41.38,20 23.92,34,325
63 41.43,20 24.36,32,325
63 41.45,20 23.94,52,325
63 41.48,20 22.08,37,325
63 41.53,20 24.26,34,325
63 41.54,20 22.00,37,325
63 41.58,20 21.96,44,325
63 41.61,20 21.37,35,325
63 41.62,20 31.25,117,325
63 41.63,20 23.83,35,325
63 41.68,20 21.47,37,325
63 41.79,20 21.48,26,325
63 41.88,20 23.94,45,325
63 42.13,20 20.24,97,325
63 42.54,20 25.64,31,325
63 42.66,20 25.91,37,325
63 42.69,20 25.66,31,325
63 44.01,20 26.71,54,325
63 44.29,20 25.22,51,325
63 44.29,20 25.23,87,325
63 44.65,20 25.08,27,325
63 46.51,20 24.96,4,325
63 46.65,20 29.68,54,325
63 47.54,20 30.26,27,325
63 49.52,20 30.03,34,325
63 49.74,20 29.43,56,325
63 49.74,20 29.70,87,325
63 49.74,20 29.43,56,269
63 49.74,20 29.70,87,269
